Gestion;Mes;Nivel_de_Administracion;Institucion;Fuente_de_Financiamiento;Grupo_de_Gasto;Objeto_de_Gasto; Aprobado ; Vigente ; Ejecutado_del_Mes ; Ejecutado_Acumulado ; Saldo_Disponible ; %_de_Ejecucion,,,,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33400 - Productos de Papel y Carton; 72,690 ; 72,690 ; -   ; -   ; 72,690 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 12,604 ; 12,604 ; -   ; -   ; 12,604 ; -,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;34400 - Llantas y Camaras de Aire; 170,600 ; 170,600 ; -   ; -   ; 170,600 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35100 - Productos Quimicos; 850 ; 850 ; -   ; -   ; 850 ; -,,,,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35210 - Productos Farmaceuticos y Medicinales Varios; 7,000 ; 7,000 ; -   ; -   ; 7,000 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35620 - Diesel; 411,200 ; 411,200 ; -   ; -   ; 411,200 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35650 - Aceites y Grasas Lubricantes; 104,500 ; 104,500 ; -   ; -   ; 104,500 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35800 - Productos de Material Plastico; 17,700 ; 17,700 ; -   ; -   ; 17,700 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35930 - Productos Quimicos de Uso Personal; 20,100 ; 20,100 ; -   ; -   ; 20,100 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;36100 - Productos Ferrosos; 2,250 ; 2,250 ; -   ; -   ; 2,250 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;36200 - Productos no Ferrosos; 3,750 ; 3,750 ; -   ; -   ; 3,750 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;36400 - Herramientas Menores; 700 ; 700 ; -   ; -   ; 700 ; -,,,,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;37200 - Productos de Vidrio; 1,800 ; 1,800 ; -   ; -   ; 1,800 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39100 - Elementos de Limpieza y Aseo Personal; 20,000 ; 20,000 ; -   ; -   ; 20,000 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39200 - Utiles de Escritorio,Oficina y Ensenanza; 53,866 ; 53,866 ; -   ; -   ; 53,866 ; -,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39300 - Utiles y Materiales Electricos; 14,400 ; 14,400 ; -   ; -   ; 14,400 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39400 - Utensilios de Cocina y Comedor; 6,300 ; 6,300 ; -   ; -   ; 6,300 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39600 - Repuestos y Accesorios; 370,768 ; 370,768 ; -   ; -   ; 370,768 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;42110 - Muebles Varios de Oficina; 146,500 ; 146,500 ; -   ; -   ; 146,500 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;42120 - Equipos Varios de Oficina; 264,242 ; 264,242 ; -   ; -   ; 264,242 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;42520 - Equipo de Senalamiento; 128,000 ; 128,000 ; -   ; -   ; 128,000 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;42600 - Equipos para Computacion; 319,000 ; 319,000 ; -   ; -   ; 319,000 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;45100 - Aplicaciones Informaticas; 310,000 ; 310,000 ; -   ; -   ; 310,000 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;50000 - TRANSFERENCIAS Y DONACIONES;51220 - Ayuda Social a Personas; 537,674 ; 537,674 ; -   ; -   ; 537,674 ; -,,,,,
2018;Enero;Administracion Central;0033 - Comision Nacional de Vivienda y Asentamientos Humanos;11 - Tesoro Nacional;50000 - TRANSFERENCIAS Y DONACIONES;53320 - Transferencias  a Organismos Internacionales - Cuotas Extraordinaria; 1872,000 ; 1872,000 ; -   ; -   ; 1872,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11100 - Sueldos Basicos; 17251,200 ; 17251,200 ; 1130,400 ; 1130,400 ; 16120,800 ; 6.6,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11510 - Decimotercer Mes; 1437,600 ; 1437,600 ; -   ; -   ; 1437,600 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11520 - Decimocuarto Mes; 1437,600 ; 1437,600 ; -   ; -   ; 1437,600 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11600 - Complementos; 500,000 ; 500,000 ; 47,777 ; 47,777 ; 452,223 ; 9.6,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11710 - Contribuciones al Instituto Nacional de Jubilaciones y Pensiones de los Empleados y Funcionarios del; 2502,000 ; 2502,000 ; -   ; -   ; 2502,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11750 - Contribuciones para Seguro Social; 161,000 ; 161,000 ; -   ; -   ; 161,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12100 - Sueldos Basicos; 13815,721 ; 13815,721 ; -   ; -   ; 13815,721 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12410 - Decimotercer Mes; 1050,000 ; 1050,000 ; -   ; -   ; 1050,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12420 - Decimocuarto Mes; 1050,000 ; 1050,000 ; -   ; -   ; 1050,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12550 - Contribuciones para Seguro Social; 300,000 ; 300,000 ; -   ; -   ; 300,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12910 - Contratos Especiales; 300,000 ; 300,000 ; -   ; -   ; 300,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;14300 - Gastos de Representacion en el Pais; 180,000 ; 180,000 ; -   ; -   ; 180,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;22100 - Alquiler de Edificios,Viviendas y Locales; 110,000 ; 110,000 ; -   ; -   ; 110,000 ; -,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23100 - Mantenimiento y Reparacion de Edificios y Locales; 80,000 ; 80,000 ; -   ; -   ; 80,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23200 - Mantenimiento y Reparacion de Equipos y Medios de Transporte; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23350 - Mantenimiento y Reparacion de Equipo para Computacion; 25,000 ; 25,000 ; -   ; -   ; 25,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23500 - Limpieza,Aseo y Fumigacion; 500 ; 500 ; -   ; -   ; 500 ; -,,,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23600 - Mantenimiento de Sistemas Informaticos; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24500 - Servicios de Capacitacion; 40,000 ; 40,000 ; -   ; -   ; 40,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25300 - Servicio de Imprenta,Publicaciones y Reproducciones; 12,000 ; 12,000 ; -   ; -   ; 12,000 ; -,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25400 - Primas y Gastos de Seguro; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25700 - Servicio de Internet; 500 ; 500 ; -   ; -   ; 500 ; -,,,,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26110 - Pasajes Nacionales; 15,000 ; 15,000 ; -   ; -   ; 15,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 60,000 ; 60,000 ; -   ; -   ; 60,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;27210 - Tasas; 150,000 ; 150,000 ; -   ; -   ; 150,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;29100 - Ceremonial y Protocolo; 38,475 ; 38,475 ; -   ; -   ; 38,475 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;29200 - Servicios de Vigilancia; 160,000 ; 160,000 ; -   ; -   ; 160,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;31100 - Alimentos y Bebidas para Personas; 150,000 ; 150,000 ; -   ; -   ; 150,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;32310 - Prendas de Vestir; 35,000 ; 35,000 ; -   ; -   ; 35,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33100 - Papel de Escritorio; 85,000 ; 85,000 ; -   ; -   ; 85,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33300 - Productos de Artes Graficas; 70,000 ; 70,000 ; -   ; -   ; 70,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33400 - Productos de Papel y Carton; 50,591 ; 50,591 ; -   ; -   ; 50,591 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 6,000 ; 6,000 ; -   ; -   ; 6,000 ; -,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;34400 - Llantas y Camaras de Aire; 120,000 ; 120,000 ; -   ; -   ; 120,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35210 - Productos Farmaceuticos y Medicinales Varios; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35610 - Gasolina; 5,000 ; 5,000 ; -   ; -   ; 5,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35620 - Diesel; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35800 - Productos de Material Plastico; 500 ; 500 ; -   ; -   ; 500 ; -,,,,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;36930 - Elementos de Ferreteria; 500 ; 500 ; -   ; -   ; 500 ; -,,,,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39100 - Elementos de Limpieza y Aseo Personal; 25,000 ; 25,000 ; -   ; -   ; 25,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39200 - Utiles de Escritorio,Oficina y Ensenanza; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39300 - Utiles y Materiales Electricos; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39400 - Utensilios de Cocina y Comedor; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0034 - Direccion Ejecutiva del Plan de Nacion;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39600 - Repuestos y Accesorios; 400,000 ; 400,000 ; -   ; -   ; 400,000 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11100 - Sueldos Basicos; 18593,859 ; 18593,859 ; 1500,314 ; 1500,314 ; 17093,545 ; 8.1,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11400 - Adicionales; 1515,595 ; 1515,595 ; -   ; -   ; 1515,595 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11510 - Decimotercer Mes; 1549,488 ; 1549,488 ; -   ; -   ; 1549,488 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11520 - Decimocuarto Mes; 1549,488 ; 1549,488 ; 142,124 ; 142,124 ; 1407,364 ; 9.2,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11600 - Complementos; 1135,891 ; 1135,891 ; 83,129 ; 83,129 ; 1052,762 ; 7.3,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11710 - Contribuciones al Instituto Nacional de Jubilaciones y Pensiones de los Empleados y Funcionarios del; 2696,109 ; 2696,109 ; 217,454 ; 217,454 ; 2478,655 ; 8.1,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11750 - Contribuciones para Seguro Social; 453,948 ; 453,948 ; 20,786 ; 20,786 ; 433,163 ; 4.6,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12100 - Sueldos Basicos; 13439,286 ; 13439,286 ; 780,169 ; 780,169 ; 12659,117 ; 5.8,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12300 - Adicionales; 454,019 ; 454,019 ; 44,988 ; 44,988 ; 409,031 ; 9.9,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12410 - Decimotercer Mes; 1207,441 ; 1207,441 ; -   ; -   ; 1207,441 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12420 - Decimocuarto Mes; 1207,441 ; 1207,441 ; -   ; -   ; 1207,441 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12550 - Contribuciones para Seguro Social; 611,813 ; 611,813 ; 55,401 ; 55,401 ; 556,412 ; 9.1,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;14300 - Gastos de Representacion en el Pais; 180,000 ; 180,000 ; -   ; -   ; 180,000 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21410 - Correo Postal; 3,500 ; 3,500 ; -   ; -   ; 3,500 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21420 - Telefonia Fija; 144,000 ; 144,000 ; -   ; -   ; 144,000 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;21430 - Telefonia Celular; 93,600 ; 93,600 ; -   ; -   ; 93,600 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23100 - Mantenimiento y Reparacion de Edificios y Locales; 370,000 ; 370,000 ; -   ; -   ; 370,000 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23200 - Mantenimiento y Reparacion de Equipos y Medios de Transporte; 500,000 ; 500,000 ; -   ; -   ; 500,000 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23310 - Mantenimiento y Reparacion de Equipos y Maquinarias de Produccion; 215,000 ; 215,000 ; -   ; -   ; 215,000 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23360 - Mantenimiento y Reparacion de Equipo de Oficina y Muebles; 120,000 ; 120,000 ; -   ; -   ; 120,000 ; -,,,,,
2018;Enero;Administracion Central;0035 - Instituto Hondureno de Geologia y Minas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23370 - Mantenimiento y Reparacion de Equipos de Comunicacion; 5,000 ; 5,000 ; -   ; -   ; 5,000 ; -,,,,,
